0.32,0.98,8,6,0.35,0.37,0.99,0.93,0.17,0.85,0.03,0.04,0.79,0.84,0.98,0.22,0.29,0.48,0.5,0.4,0.74,0.01,0.12,0.639163916
0.32,0.98,8,6,0.04,0.37,0.99,0.98,0.17,0.85,0.03,0.04,0.79,0.84,0.72,0.22,0.29,0.73,0.04,0.6,0.15,0.17,0.31,0.644736842
0.32,0.98,8,6,0.35,0.58,0.99,0.93,0.17,0.85,0.03,0.04,0.79,0.84,0.72,0.22,0.5,0.48,0.04,0.6,0.15,0.17,0.31,0.65393134
0.32,0.98,8,12,0.04,0.37,0.99,0.98,0.17,0.85,0.03,0.04,0.79,0.84,0.98,0.79,0.29,0.48,0.52,0.03,0.31,0.45,0.15,0.661564626
0.32,0.98,8,6,0.35,0.37,0.99,0.98,0.17,0.85,0.03,0.04,0.63,0.84,0.72,0.22,0.29,0.48,0.04,0.6,0.15,0.17,0.31,0.702036442
0.32,0.98,8,6,0.35,0.37,0.99,0.93,0.17,0.85,0.03,0.7,0.79,0.84,0.83,0.22,0.29,0.73,0.04,0.6,0.15,0.17,0.31,0.708737864
0.32,0.98,8,6,0.35,0.37,0.99,0.93,0.17,0.85,0.03,0.04,0.63,0.84,0.98,0.22,0.29,0.48,0.95,0.27,0.96,0.57,0.61,0.718855219
0.33,0.98,8,12,0.04,0.37,0.99,0.98,0.17,0.85,0.03,0.7,0.79,0.84,0.72,0.22,0.29,0.48,0.04,0.6,0.15,0.17,0.31,0.725255973
0.32,0.7,8,12,0.73,0.37,0.99,0.93,0.17,0.85,0.03,0.04,0.79,0.84,0.72,0.22,0.29,0.73,0.04,0.6,0.15,0.17,0.31,0.728248588
0.32,0.7,8,12,0.35,0.58,0.99,0.93,0.17,0.85,0.46,0.04,0.79,0.84,0.83,0.76,0.5,0.94,0.04,0.6,0.15,0.17,0.31,0.748910675
0.32,0.98,8,12,0.35,0.37,0.99,0.93,0.17,0.85,0.03,0.04,0.79,0.84,0.98,0.22,0.29,0.73,0.11,0.69,0.63,0.96,0.87,0.757159221
0.32,0.98,8,12,0.35,0.37,0.99,0.98,0.17,0.85,0.03,0.04,0.79,0.84,0.98,0.22,0.29,0.48,0.59,0.84,0.48,0.83,0.23,0.76463964
